numbers,app_name,size_bytes,price,all_ratings,current_ver__ratings,avg_user_rating,current_user_rating,latest_version,age_rating,genre,num_devices_sup,num_screenshot,num_languages
269,5-0 Radio Pro Police Scanner (Extra Feeds),49594368,3.99,24553,2620,4,4.5,39.1,9+,News,38,5,26
270,Hipstamatic,114081792,2.99,12557,6,3.5,5,337,4+,Photo & Video,37,5,15
271,Sing Karaoke Songs Unlimited with StarMaker,91267072,0,26227,7,4,4.5,6.0.3,9+,Music,37,4,14
272,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,4.99,28388,7009,5,5,2.8.2,4+,Business,38,5,9
273,Positivity with Andrew Johnson,69513216,2.99,282,1,4,5,3.38,4+,Health & Fitness,38,4,1
274,Rat On A Scooter XL,7767040,0.99,19296,7,4,4,1.24.1,4+,Games,37,3,1
275,IMDb Movies & TV - Trailers and Showtimes,88702976,0,183425,4724,4.5,5,7.11,12+,Entertainment,37,5,10
276,Angry Birds,175966208,0,824451,107,4.5,3,7.4.0,4+,Games,38,0,10
277,DB Navigator,84791296,0,512,6,3.5,5,17.04.00,4+,Travel,38,0,2
278,Video Calls with Santa,27997184,2.99,315,0,3.5,0,5.1,4+,Lifestyle,37,0,31
279,Voyages-sncf.com : book train and bus tickets,131463168,0,268,0,3.5,0,38,4+,Travel,37,5,6
280,The Font Game,5415000,1.99,438,295,4.5,4.5,2.1,4+,Games,45,0,1
281,ImmobilienScout24: Real Estate Search in Germany,126867456,0,187,0,3.5,0,9.5,4+,Navigation,37,5,3
282,Grand Theft Auto: Chinatown Wars,878883840,4.99,15142,73,4,4,4.4,17+,Games,38,5,6
283,Southwest Airlines,88773632,0,30552,18,3,2.5,4.5.1,4+,Travel,37,0,1
284,The Sims 3 World Adventures,812758016,2.99,9744,42,3.5,3,1.2.21,12+,Games,37,4,6
285,Star Chart,28616704,0,13482,2517,4.5,4.5,3.98,4+,Education,38,5,8
286,TaxCaster – Free tax refund calculator,7111680,0,17516,125,3.5,5,7.2,4+,Finance,37,5,1
287,Glow Hockey 2 FREE,34056767,0,186653,226,3.5,3.5,2.2.9,4+,Games,43,0,1
288,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,0.99,10031,142,4,5,4.1,4+,Entertainment,43,0,1
289,TV SPIELFILM - TV Programm mit Live TV,97879040,0,81,0,3,0,5.2,4+,Entertainment,37,5,1
290,All-in-1 Logic GameBox,22299021,0.99,9854,823,4,4,1.19,4+,Games,47,0,1
291,Roadside America,10231808,2.99,1093,106,4,4.5,1.9.0,9+,Travel,38,0,1
292,Pocket Yoga,132480000,2.99,4475,95,4.5,4.5,5.3.2,4+,Health & Fitness,37,5,2
293,Sonic the Hedgehog 2,47182848,2.99,9405,1089,4,4.5,3.1.10,4+,Games,37,5,1
294,Simply Being - Guided Meditation for Relaxation and Presence,100048896,1.99,2417,1366,4.5,4.5,6,4+,Health & Fitness,38,2,1
295,CamCard - Business card scanner & reader,174839808,0.99,2923,300,4.5,4.5,7.9.5,4+,Business,37,0,7
296,This American Life,13725696,2.99,8657,1468,3.5,4,3.0.8,9+,Entertainment,38,4,1
297,Timetracks - Slit-Scan Camera,11369472,0.99,70,1,2,1,2.2.0,4+,Photo & Video,37,4,5
298,franceinfo - l'actualité & les élections en direct,155857920,0,162,32,4,5,5.2.0,17+,News,37,5,2
299,DOUBUTSU URANAI®-Animal Fortune-,38718464,0.99,5,0,4,0,2.9.5,4+,Lifestyle,40,0,2
300,Doodle Army,17879270,0.99,12354,1428,4,4.5,3.1.0,12+,Games,47,0,1
301,Ameba,96635904,0,269,0,3,0,8.6.1,12+,Social Networking,37,0,1
302,eBook: War and Peace,8039424,3.99,0,0,0,0,7.1,9+,Book,37,5,1
303,Plants vs. Zombies,105379840,0.99,426463,680,5,4,1.9.13,9+,Games,38,0,5
304,Weibo,199585792,0,7265,11,3.5,4,7.5.2,17+,Social Networking,37,5,2
305,大众点评-发现品质生活,244516864,0,844,1,4,1,9.2.4,17+,Lifestyle,37,5,2
306,AlloCiné : Cinéma et Séries,123450368,0,101,1,4,5,7.1.0,12+,Entertainment,37,5,1
307,"Badoo - Meet New People, Chat, Socialize.",157625344,0,34428,23,4.5,4,5.8.0,17+,Social Networking,37,4,30
308,Flick Kick Field Goal,75612160,1.99,36946,152,4.5,4,1.11.0,4+,Games,38,5,3
309,Venmo,68153344,0,21090,1325,4.5,5,7.1.0,4+,Finance,37,4,1
310,"Dungeons & Such Treasures,Collectibles and Dragons",84469760,2.99,653,8,4.5,4.5,3.4.2,12+,Games,37,1,31
311,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,3.99,1118,29,4.5,5,3.5.3,4+,Education,37,5,29
312,Shift Worker,7344128,1.99,348,33,4,4,1.5.4,4+,Productivity,40,0,1
313,"Spy Calc - Hide pictures, videos, documents",25097281,1.99,207,50,3.5,3,3.0.3,9+,Utilities,40,0,34
314,Waterlogged - Daily Hydration Tracker,43439104,0,5000,23,4.5,4.5,2.5.11,12+,Health & Fitness,37,5,10
315,MyNetDiary PRO - Calorie Counter and Food Diary,83851264,3.99,15188,272,4.5,4,5.3,12+,Health & Fitness,37,0,2
316,The Washington Post Classic,118980608,0,18572,307,4.5,4.5,3.8.2,12+,News,37,3,1
317,F-Sim Space Shuttle,76394496,4.99,6403,491,4.5,4.5,2.1,4+,Games,43,5,1
318,"Groupon - Deals, Coupons & Discount Shopping App",127382528,0,417779,914,4.5,4.5,17.7,12+,Shopping,37,4,10
319,Learn to Speak Spanish Fast With MosaLingua,48819200,4.99,9,1,5,5,9.2,12+,Education,38,5,5
320,"Coaster VR, Extreme Endless 3D Stereograph",30977024,0.99,107,0,2.5,0,1.1.5,4+,Entertainment,37,5,1
321,Parents Calling Easter Bunny,8073209,1.99,72,72,2,2,1,4+,Lifestyle,47,0,1
322,Sporcle,15676416,2.99,2044,10,3.5,3,5.4,9+,Games,37,5,1
323,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,0,16683,21,3.5,2.5,5.5,4+,Sports,37,5,2
324,DOOM II RPG,48700821,0.99,1455,1450,3,3,1,12+,Games,47,0,1
325,STREET FIGHTER IV,581353472,4.99,15056,751,4,4,1.00.12,17+,Games,40,0,3
326,Dr. Seuss Camera - The Cat in the Hat Edition,9906176,0.99,249,5,4.5,4.5,1.5.5,4+,Photo & Video,37,0,1
327,FINAL FANTASY,114843648,7.99,6091,75,4,3.5,1.1.2,9+,Games,38,3,8
328,FINAL FANTASY II,199450624,7.99,2754,55,4,2.5,1.1.1,9+,Games,38,5,6
329,Worms 2: Armageddon,529755136,4.99,9870,12,4.5,4.5,1.25,12+,Games,40,5,1
330,SoundHound Song Search & Music Player,70516736,0,82602,13,4,4.5,7.6,9+,Music,37,5,23
331,Jourist Weltübersetzer,147066880,7.99,0,0,0,0,2.8,4+,Travel,40,5,1
332,TeachMe: 1st Grade,90241024,1.99,762,5,4,5,4.0.2,4+,Education,37,5,1
333,TeachMe: 3rd Grade,174268416,1.99,160,2,4,3,2.0.2,4+,Education,37,5,1
334,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,187040768,0,9,0,3,0,6.14.0,17+,Shopping,37,0,1
335,Kik,151864320,0,260965,228,4,3,11.21.0,12+,Social Networking,37,0,14
336,Slow Shutter Cam,4466688,1.99,2305,100,4,5,4,4+,Photo & Video,37,5,4
337,PeakFinder Earth,35478528,4.99,137,21,4,5,3.0.7,4+,Travel,37,3,10
338,AgingBooth,31869952,0,11999,233,4,4.5,3.9.5,4+,Entertainment,37,4,1
339,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,1.99,1995,148,4.5,4.5,6.5,12+,Photo & Video,38,5,14
340,Tabs & Chords by Ultimate Guitar - learn and play,103049216,2.99,35045,250,4.5,4.5,3.1.2,4+,Music,37,0,6
341,"Dude, your car!",40586240,0.99,343,15,4,4.5,2.5,4+,Entertainment,38,0,30
342,Drawing Pad,220397568,1.99,1824,113,4,4,2.5.1,4+,Entertainment,24,5,22
343,ESPN Tournament Challenge,69057536,0,39642,492,4,4,5.5.3,4+,Sports,37,5,1
344,Solitaire,101943296,0,679055,9673,4.5,4.5,4.11.2,4+,Games,38,4,11
345,Notability,122235904,9.99,17594,143,4,4,6.5.2,4+,Productivity,37,5,14
346,Rubik's® Cube,151954432,1.99,3531,177,4,4.5,2.5,4+,Games,38,5,1
347,Super Why! Power to Read,138047488,3.99,1080,5,3.5,2.5,4,4+,Education,37,5,1
348,Amex Mobile,105982976,0,11421,57,4,2.5,5.21.1,4+,Finance,37,4,1
349,Fruit Ninja Classic,104590336,1.99,698516,132,4.5,4,2.3.9,4+,Games,38,5,13
350,Animation Creator HD,32051200,3.99,4497,448,4,4,1.14.3,12+,Entertainment,24,5,1
351,Plants vs. Zombies HD,225859584,0.99,163598,503,5,4,1.9.12,9+,Games,24,5,5
352,SCRABBLE Premium for iPad,229992448,9.99,39678,114,3.5,3.5,5.19.0,4+,Games,24,5,6
353,Graphic - illustration and design,32604160,8.99,1809,52,4.5,3.5,3.2.5,4+,Productivity,24,5,1
354,Ship Finder,22948864,4.99,624,20,3.5,3.5,9.0.1,4+,Navigation,37,1,1
355,Photogene ⁴,35422208,2.99,3761,596,4.5,4.5,4.3,4+,Photo & Video,40,5,1
356,Hurricane HD,32083968,3.99,353,8,4,3.5,3,12+,Weather,24,5,1
357,Star Walk HD - Night Sky Map,150221824,4.99,6503,60,4.5,5,7.2.3,4+,Education,24,5,12
358,Space War HD,30270464,0.99,71,3,3,4.5,5.3,4+,Games,37,2,4
359,Netflix,125016064,0,308844,139,3.5,3,9.21.3,4+,Entertainment,37,5,20
360,forScore,35717120,9.99,3909,36,4.5,5,10.2.5,4+,Music,24,5,14
361,ComicGlass [ComicReader],31955968,2.99,308,0,4.5,0,9.11,12+,Utilities,40,5,7
362,iAnnotate PDF,44099584,9.99,11156,8,4.5,2.5,3.2.6,4+,Productivity,24,5,1
363,ArtStudio for iPad - Draw Sketch and Paint,34310144,4.99,8542,543,4.5,5,5.98,4+,Photo & Video,26,5,1
364,Call of Duty: Zombies HD,35602607,4.99,5853,3860,3.5,4,1.3.3,17+,Games,26,4,1
365,Small World 2,234123264,1.99,1506,198,4,4.5,2.5.1,9+,Games,26,5,6
366,Qzone,133874688,0,1649,1,3.5,5,7.2.8,4+,Social Networking,37,0,3
367,ABC – Watch Live TV & Stream Full Episodes,85724160,0,78890,449,3,3.5,5.0.14,12+,Entertainment,37,5,1
368,Fieldrunners for iPad,219693056,3.99,2147,23,4,5,1.3.177598,9+,Games,24,5,1
369,Angry Birds HD,176164864,0,89110,114,4.5,4,7.4.0,4+,Games,24,5,10
370,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",59101184,0,208648,25664,4,4.5,4.5.1,4+,Weather,24,4,1
371,Do Not Press The Red Button HD,10907191,1.99,856,38,2.5,3.5,1.2,12+,Entertainment,26,3,1
372,"Digits, the calculator for humans",4177920,3.99,7825,828,4.5,4.5,2.2.1,4+,Productivity,43,5,1
373,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,9.99,7033,119,4,4.5,8.3,4+,Business,37,5,11
374,National Geographic World Atlas,66138112,1.99,4255,209,4,2,4.1.1,4+,Reference,38,5,1
375,FileBrowser - Access files on remote computers,68073472,5.99,3230,5,4.5,4,9.7,4+,Utilities,37,5,7
376,Dictionary.com Dictionary & Thesaurus for iPad,165748736,0,54175,10176,4.5,4.5,4,4+,Reference,24,5,9
377,Animation & Drawing by Do Ink,33857536,4.99,308,8,4,4.5,4.5,4+,Education,24,5,1
378,AirCoaster - Roller Coaster Builder,22763520,0.99,2602,71,3,4.5,2,9+,Games,37,4,1
379,"Documents 6 - File manager, PDF reader and browser",107259904,0,29110,324,4.5,4.5,6,17+,Productivity,37,5,9
380,The World Factbook for iPad,73224192,1.99,273,8,3.5,4.5,1.2.3,4+,Reference,26,5,1
381,Photo Transfer App - Easy backup of photos+videos,45182976,0,15654,24,4.5,4.5,6.2.1,4+,Photo & Video,37,5,2
382,TwitCasting Viewer - Watch Live Video & Radio,16292864,0,189,0,2.5,0,4.169,12+,Entertainment,37,1,9
383,Ski Tracks,24851456,0.99,829,16,4.5,4.5,1.6.5,4+,Navigation,24,0,7
384,The Photographer's Ephemeris,58463232,8.99,663,5,5,4,3.14.1,4+,Photo & Video,37,5,1
385,▻Sudoku,71002112,0,359832,17119,4.5,5,5.4,4+,Games,40,5,7
386,"StubHub - Tickets to Sports, Concerts and Theatre",112609280,0,9011,49,3.5,4,6.5.2,4+,Entertainment,37,5,6
387,"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,4.99,17667,14,4.5,4,7.3,4+,Health & Fitness,37,0,15
388,OverDrive – Library eBooks and Audiobooks,39844864,0,65450,2721,4,4.5,3.6.4,4+,Book,37,5,18
389,Hotels & Vacation Rentals by Booking.com,105609216,0,31261,374,4.5,4.5,14.4,4+,Travel,37,5,40
390,The Impossible Game,14160896,0.99,9885,10,4,4,1.6.1,4+,Games,40,0,1
391,PrankDial - #1 Prank Call App,112515072,0,11091,415,3,4.5,4.1.11,4+,Entertainment,37,0,6
392,Fox News,64705536,0,132703,394,4,3,2.6,4+,News,37,5,1
393,Live Cams - HD,37161984,4.99,286,25,2.5,5,2.0.100,4+,Travel,24,5,1
394,QR Reader for iPhone,54776832,0,12683,108,4,4,5.9.2,12+,Utilities,38,0,29
395,Uber,283852800,0,49466,150,3,2,3.247.2,4+,Travel,37,4,41
396,WEB.DE Mail,101923840,0,168,0,4,0,6.2,4+,Productivity,37,5,2
397,iBunkoHD,40479744,6.99,114,0,4,0,3.4.4,17+,Book,24,5,3
398,Hurricane Tracker For iPad,10612736,2.99,2798,357,4.5,4.5,4.2,4+,Weather,24,5,1
399,"6play, TV en direct et en replay",94592000,0,62,0,3.5,0,4.3.7,4+,Entertainment,37,5,1
400,AudioNote - Notepad and Voice Recorder,33213440,9.99,1756,53,4,5,6.3,4+,Business,37,4,5
401,Breathing Zone: Guided Breathing for Mindfulness,37140480,3.99,511,57,4.5,4.5,3.1,4+,Health & Fitness,37,5,1
402,My Virtual Girlfriend - Deluxe Dating Sim,144180224,0.99,2609,9,3.5,4.5,3.62,17+,Games,40,5,1
403,Fake-A-Location Free ™,7689537,0,354,215,1.5,1,1.01,4+,Social Networking,43,0,1
404,QQ 浏览器-搜新闻、选小说漫画、看视频,119812096,0,1750,19,3.5,5,7.4.1,17+,Utilities,38,0,1
405,Math Ninja HD,25137152,1.99,1121,209,4.5,4.5,1.7,9+,Games,43,5,1
406,Résultats Foot en Direct,65074176,0,339,7,4.5,4.5,4.0.1,4+,Sports,38,0,1
407,Chase Mobile,34950144,0,34322,3167,4.5,4.5,3.62,4+,Finance,24,5,1
408,Captio - Email yourself with 1 tap,19054592,1.99,162,17,4.5,4.5,2.8.1,4+,Productivity,38,3,3
409,My Vodafone,83575808,0,8,1,3,1,6.5,4+,Utilities,37,3,1
410,Math Bingo,14602240,2.99,4386,444,4.5,4.5,1.7,4+,Education,43,5,1
411,▻Sudoku +,61595648,4.99,5397,476,5,5,5.4,4+,Games,40,5,7
412,"Tango - Free Video Call, Voice and Chat",134848512,0,75412,66,4.5,4.5,4.1.219400,17+,Social Networking,37,5,18
413,MeetMe - Chat and Meet New People,133956608,0,97072,143,4,3.5,12.1.1.0,17+,Social Networking,37,0,18
414,WebMD for iPad,17613824,0,9142,22,3.5,4,3.5,12+,Health & Fitness,26,5,1
415,GeoBee Challenge HD by National Geographic,35975168,1.99,1957,958,4.5,4.5,2.2,4+,Games,40,5,1
416,"OPlayer HD - video player, classic media streaming",127020032,4.99,2944,40,4,4.5,3.3,17+,Entertainment,24,5,29
417,TouchRetouch,27962368,1.99,588,54,4,4,4.0.1,4+,Photo & Video,37,0,14
418,Cat Physics,14824448,1.99,40552,238,4.5,4.5,1.26.1,4+,Games,40,3,1
419,随手记（专业版）-好用的记账理财工具,83899392,0.99,1267,0,4.5,0,10.6.3,4+,Finance,38,0,3
420,AnkiMobile Flashcards,19371008,24.99,753,12,4,4.5,2.0.30,4+,Education,37,5,1
421,WeatherPro for iPad,59475968,2.99,725,26,4,4.5,4.4.2,4+,Weather,24,5,13
422,Real英会話,80203776,3.99,45,12,4.5,4.5,5.1,12+,Education,38,5,1
423,BATTLE BEARS -1,227403527,0.99,14910,1003,4,4.5,1.5.7,12+,Games,45,5,1
424,Crash Bandicoot Nitro Kart 2,75254654,2.99,3064,1428,3.5,3.5,1.0.5,9+,Games,47,0,1
425,WIRED Magazine,23879680,0,12074,43,2.5,1.5,4.6.7,17+,News,24,5,1
426,Popplet,4893696,4.99,336,2,4,3,2.3,4+,Productivity,37,5,1
427,Notes Plus,109620224,9.99,6257,15,4,4,5,4+,Productivity,37,5,11
428,Color Splash for iPad,18752512,1.99,2445,41,4.5,5,3.6.1,4+,Photo & Video,24,5,1
429,Robot Unicorn Attack,52117504,0.99,22150,1141,4,4.5,3.4,9+,Games,43,5,1
430,SimSimi,31358976,0,23530,7,4,2.5,6.8.9,17+,Social Networking,37,0,25
431,Carcassonne,359192576,9.99,10846,91,4.5,4.5,4.28,4+,Games,38,5,2
432,Apple Store,70782976,0,55171,187,3.5,3.5,4.2,4+,Shopping,37,5,21
433,TED,84056064,0,5782,149,3.5,3.5,3.0.4,12+,Education,37,5,22
434,Météo-France,124090368,0,24,2,3.5,5,5.7.1150,4+,Weather,37,4,3
435,Ma Banque,137866240,0,17,0,3.5,0,11.0.1,4+,Finance,37,5,1
436,Doodle God™,121715712,1.99,35759,64,4.5,4,3.0.19,12+,Games,40,0,13
437,Carnivores: Dinosaur Hunter Pro,304654336,2.99,18306,186,4,4.5,1.7.0,12+,Games,37,5,4
438,Blackboard Mobile Learn™,51179520,0,13567,2625,2,1.5,4.1.2,4+,Education,40,5,14
439,"SEC Football Schedules, Scores & Radio",60380160,1.99,240,2,3,4.5,5.2.135,4+,Sports,37,5,1
440,Hulu: Watch TV Shows & Stream the Latest Movies,99568640,0,56170,1264,2,2,4.10.1,12+,Entertainment,37,5,2
441,かなもじ,61272064,3.99,19,0,4.5,0,1.9.3,4+,Education,24,5,2
442,恵方コンパス.,41207059,0,0,0,0,0,2.1.0,4+,Navigation,39,5,1
443,360 Panorama,7954432,1.99,10463,193,4.5,3.5,4.4.3,4+,Photo & Video,38,5,3
444,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,0,1255,432,4.5,4.5,3.2,12+,Lifestyle,38,5,1
445,Cake Doodle,99558400,0.99,5803,10,4,4,1.21,4+,Games,37,5,1
446,The Impossible Quiz! for iPad,16857290,1.99,227,225,4,4,1,9+,Games,26,5,1
447,Boating USA,111196160,9.99,342,2,3.5,4,10.4.3,4+,Navigation,37,0,5
448,Diptic,36705280,2.99,7578,67,4.5,5,10,4+,Photo & Video,37,5,1
449,Family Feud™ HD,79312792,6.99,1156,951,3.5,3.5,1.0.1,4+,Games,26,5,1
450,Edmodo,127939584,0,7197,0,3.5,0,5.9.2,4+,Education,37,4,4
451,Auto Palmistry Premium,44349440,2.99,5,0,3,0,4.0.3,4+,Entertainment,37,4,3
452,Drift Mania Championship,1178477568,0.99,3432,0,3,0,1.8,4+,Games,38,5,10
453,「宅建士」過去問題《受験用》,24444928,3.99,0,0,0,0,5.1,4+,Education,37,0,1
454,Osmos for iPad,41772032,4.99,24306,6,4.5,5,2.4.1,4+,Games,24,5,9
455,携程旅行-酒店、机票、火车票预订助手,144488448,0,312,0,3.5,0,7.4.1,17+,Travel,37,5,1
456,"Audible – audio books, original series & podcasts",81558528,0,105274,1774,4.5,4.5,2.23,4+,Book,37,5,5
457,Living Earth - Clock & Weather,169009152,2.99,25475,71,4.5,4,3.82,4+,Utilities,37,4,11
458,Sushi Cat,62373888,0.99,8718,381,4,4.5,2.1.0,4+,Games,43,5,1
459,Talking Tom Cat for iPad,75417600,0,29492,51,3.5,4,3.3,4+,Entertainment,24,5,13
460,Let's create! Pottery HD,175157248,4.99,12787,12,4.5,4.5,1.71,4+,Entertainment,38,5,1
461,Files HD Pro - File Manager & Web Browser,28118016,4.99,2237,41,4,3.5,6.1.1,17+,Utilities,24,5,2
462,Army Fitness APFT Calculator,15759360,0.99,108,74,4,4.5,2.4,4+,Utilities,40,3,1
463,Ringtones for iPhone & Ringtone Maker,109270016,0,25403,1598,4.5,4.5,8.9.6,12+,Music,37,4,9
464,Zoopla Property Search -UK Homes for Sale and Rent,59411456,0,210,4,3.5,4.5,3.3.4,4+,Lifestyle,37,5,1
465,Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,0,169,16,4,4.5,4.2.7,4+,Shopping,37,5,5
466,Week Calendar,81845248,1.99,7447,18,4.5,4.5,10.2.1,4+,Productivity,37,0,29
467,Stack the States®,132377600,2.99,12833,282,4.5,4.5,2.7,4+,Education,40,5,1
468,Flashlight Ⓞ,42027008,0,130450,1010,5,4.5,2.1.2,4+,Utilities,40,0,22
469,ゲーム発展国＋＋,191410176,4.99,6,0,4,0,2.09,4+,Games,38,5,1
470,Celebtwin: Celebrity Looks Like Lite,81773568,0,1111,0,1.5,0,6.1,4+,Lifestyle,37,4,12
471,Onefootball - Soccer Scores & Live News,113814528,0,3194,18,4.5,4.5,10.12,12+,Sports,37,5,13
472,SuperCam_Pro,27815936,1.99,1399,24,2.5,2.5,4.3,4+,Business,43,0,7
473,カロリー管理（痩せるアプリ）,44402688,3.99,10,0,4.5,0,5.4,17+,Health & Fitness,37,0,1
474,手机百度 - 百度一下你就得到,226406400,0,1990,0,4.5,0,8.6.5,17+,Utilities,38,0,1
475,Sam's Club: Wholesale Shopping & Bulk Buy Deals,113119232,0,8149,173,4,4.5,17.4,4+,Shopping,37,5,1
476,Splashtop Personal - Remote Desktop,55986176,4.99,29376,11,4.5,5,2.7.4.1,4+,Business,24,5,11
477,eBay Kleinanzeigen - Free. Easy. Local.,63022080,0,74,3,4.5,5,7.5.2,4+,Shopping,37,4,1
478,Viber Messenger – Text & Call,129657856,0,164249,206,4.5,4.5,6.9.0,4+,Social Networking,37,5,32
479,Osmos,33989632,2.99,14605,23,4.5,5,2.4.1,4+,Games,37,0,9
480,shopkick - Shopping Rewards & Discounts,74822656,0,130823,29363,4.5,5,5.1.4,4+,Shopping,37,4,2
481,Decide Now!,3462144,0.99,486,25,4.5,4,2.0.1,4+,Entertainment,37,5,9
482,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,0.99,8946,1776,4.5,4.5,1.9,4+,Music,43,0,1
483,The Secret of Grisly Manor,51794944,0.99,1993,36,4,4,1.9.4,4+,Games,40,5,7
484,"Find My Family, Friends & iPhone - Life360 Locator",154507264,0,43877,80,4.5,4.5,13.7.1,4+,Social Networking,37,0,13
485,Pocketbooth - the photo booth in your pocket,72586240,0.99,2377,5,4.5,5,3.5,4+,Photo & Video,37,5,1
486,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,0,1590,6,4.5,5,7.1,17+,Entertainment,38,0,2
487,The Incident,19534848,0.99,2070,16,4,4.5,1.7,4+,Games,37,5,1
488,ホットペッパービューティー/サロン予約,65892352,0,9,0,4,0,4.14.1,4+,Lifestyle,37,0,1
489,Dictionary.com Dictionary & Thesaurus Premium,108836864,3.99,11530,81,4.5,4.5,7.1.3,4+,Reference,37,0,1
490,Autohome-Find new＆Used Cars For Sale,89219072,0,194,0,4,0,8.0.6,17+,Lifestyle,37,0,2
491,OPEN Forum,83138560,0,200,0,3.5,0,6.3,4+,Business,37,0,1
492,Weibo HD,104387584,0,16772,293,4.5,3,4.0.0,4+,Social Networking,24,4,3
493,Reckless Racing HD,77139968,0.99,9,7,4,4.5,1.4.3,4+,Games,43,5,5
494,Bloons Super Monkey,28566528,0.99,2113,20,3.5,2.5,1.5.4,4+,Games,40,5,1
495,Lotto Results - Mega Millions Powerball Lottery,7990272,0,794,8,4,3.5,3.5.1,12+,News,37,5,1
496,IKEA Catalog,122979328,0,8939,15,4,1.5,17.1,4+,Lifestyle,37,5,29
497,QQ安全中心,32918528,0,308,0,3.5,0,6.9.8,17+,Utilities,37,0,1
498,Free IQ Test: Calculate your IQ,4034560,0,5,1,2,1,3.0.2,4+,Education,38,0,2
499,Infinity Blade,624107810,0.99,326482,177050,5,5,1.4.1,12+,Games,43,5,13
500,淘宝 - 随时随地，想淘就淘,309673984,0,3801,6,4,4,6.7.2,4+,Shopping,37,1,1
501,Virtual Regatta Offshore,123541504,0,209,1,3.5,5,2.2.1,4+,Games,37,5,1
502,iSlash,27619328,0.99,33868,463,4.5,4.5,1.5.4,4+,Games,43,0,1
503,Ugly Meter™,30441472,0.99,13741,58,3.5,2.5,4.6,9+,Entertainment,43,4,1
504,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",100551680,0,18418,706,4.5,5,9.2.1,4+,Reference,37,5,16
505,Carbs & Cals - Diet & Diabetes,209295360,4.99,21,0,1.5,0,4.0.5,4+,Health & Fitness,37,5,1
506,2XL Supercross HD,270729216,4.99,1588,6,3.5,4.5,1.2.1,4+,Games,37,5,7
507,Fly Delta,140803072,0,8094,191,3,2.5,4.2.2,4+,Travel,37,0,1
508,Google Authenticator,17235968,0,1652,202,3,2.5,3.0.0,4+,Utilities,38,1,32
509,CamScanner +| PDF Document Scanner and OCR,98450432,0.99,5482,25,4.5,4.5,4.4.2,4+,Productivity,37,0,14
510,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,685733888,13.99,611,186,4.5,4.5,6,12+,Medical,37,5,1
511,"Flashlight for iPhone , iPod and iPad",64041984,0,26697,3109,4.5,4.5,4.1.1,4+,Utilities,37,5,1
512,赶集网-工作生活啥都有！,106115072,0,317,0,4,0,7.9.9,17+,Lifestyle,38,0,1
513,The Sims 3 Ambitions,444821504,4.99,14202,638,3.5,3.5,1.1.83,12+,Games,40,5,10
514,Bookshelf,106445824,0,2064,2,2.5,4,3.9.5,4+,Education,37,5,32
515,QQ同步助手-新机一键换机必备工具,72941568,0,746,1,4.5,5,6.7.8,4+,Utilities,40,0,1
516,Der Feueralarm,30711808,0.99,0,0,0,0,1.2,12+,Entertainment,40,5,1
517,POF - Best Dating App for Conversations,59248640,0,52642,16,3.5,3.5,5.9,17+,Social Networking,37,5,31
518,NFL,131428352,0,27317,2,2.5,5,14.1.4,4+,Sports,37,1,1
519,Vernier Video Physics,40472576,4.99,76,2,4,1,3.0.4,4+,Education,37,5,5
520,Instagram,113954816,0,2161558,1289,4.5,4,10.23,12+,Photo & Video,37,0,29
521,"Due — Reminders, Countdown Timers",32130048,4.99,2554,93,4.5,3.5,2.4.2,4+,Productivity,37,5,17
522,UFO on Tape,35359744,0.99,1058,3,3.5,3.5,1.5,4+,Games,37,3,1
523,Catan HD,812010496,1.99,10382,281,4,3.5,4.6.2,4+,Games,24,5,6
524,Polar Plunge ™,3700705,0.99,1428,1417,3.5,3.5,1.0.0,4+,Games,47,0,1
525,Sunday Ticket,92392448,0,3134,160,2.5,3,2.6.041,4+,Entertainment,24,4,1
526,央视影音HD-海量央视内容高清直播,64325632,0,596,0,2.5,0,6.1.55,4+,Entertainment,24,5,3
527,Neuroshima Hex,511094784,4.99,4378,251,4.5,4.5,3,9+,Games,43,5,1
528,"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",25960448,4.99,280,12,4,4,4.1.4,4+,Navigation,37,0,6
529,ArtRage,58826752,4.99,1045,2,4,2.5,2.1.11,4+,Entertainment,24,5,7
